casilla_id,municipio,df,dl,casilla,ubicación,capturista_id,id
581,2,2,3,247 C1,"ESCUELA SECUNDARIA NÚMERO 2 RAFAEL RAMÍREZ, AVENIDA DE LA PAZ, SIN NÚMERO, FRACCIONAMIENTO EGUÍA, CÓDIGO POSTAL 21150, MEXICALI, BAJA CALIFORNIA, INTERSECCIÓN CON CALLE DEL SALTO",1,581
582,2,2,3,248 B,"DOMICILIO PARTICULAR , AVENIDA CAMELIAS, NÚMERO 01, COLONIA BELLAVISTA, CÓDIGO POSTAL 21150, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE RÍO NUEVO",1,582
583,2,2,3,249 B,"DOMICILIO PARTICULAR , AVENIDA PUEBLA, NÚMERO 613, COLONIA LOMA LINDA, CÓDIGO POSTAL 21140, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES JALAPA Y VILLAHERMOSA",1,583
584,2,2,4,250 B,"CENTRO DE CAPACITACIÓN PARA EL TRABAJO, CALLE UXMAL, SIN NÚMERO, COLONIA PUEBLO NUEVO, CÓDIGO POSTAL 21120, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA PUEBLA Y CALLEJÓN PUEBLA",1,584
585,2,2,4,251 B,"DOMICILIO PARTICULAR, AVENIDA PUEBLA, NÚMERO 1530, COLONIA PUEBLO NUEVO, CÓDIGO POSTAL 21120, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES URUAPAN Y CHILPANCINGO",1,585
586,2,2,4,252 B,"ESCUELA TÉCNICA DE CAPACITACIÓN PARA EL TRABAJO NÚMERO 4, AVENIDA QUERÉTARO, NÚMERO 2030, COLONIA BAJA CALIFORNIA, CÓDIGO POSTAL 21130, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES BAHÍA DE TODOS LOS SANTOS Y BAHÍA SAN SEBASTIÁN VIZCAÍNO",1,586
587,2,2,4,252 C1,"ESCUELA TÉCNICA DE CAPACITACIÓN PARA EL TRABAJO NÚMERO 4, AVENIDA QUERÉTARO, NÚMERO 2030, COLONIA BAJA CALIFORNIA, CÓDIGO POSTAL 21130, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES BAHÍA DE TODOS LOS SANTOS Y BAHÍA SAN SEBASTIÁN VIZCAÍNO",1,587
588,2,2,4,253 B,"ESCUELA PRIMARIA ENRIQUE RODRÍGUEZ CANO, CALLE BAHÍA SAN SEBASTIÁN VIZCAÍNO, SIN NÚMERO, COLONIA BAJA CALIFORNIA, CÓDIGO POSTAL 21130, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA QUERÉTARO",1,588
589,2,2,4,253 C1,"ESCUELA PRIMARIA ENRIQUE RODRÍGUEZ CANO, CALLE BAHÍA SAN SEBASTIÁN VIZCAÍNO, SIN NÚMERO, COLONIA BAJA CALIFORNIA, CÓDIGO POSTAL 21130, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA QUERÉTARO",1,589
590,2,2,4,254 B,"DOMICILIO PARTICULAR, AVENIDA SANTO TOMÁS, NÚMERO 2298, COLONIA BAJA CALIFORNIA, CÓDIGO POSTAL 21130, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE BAHÍA CALAMAJUÉ",1,590
591,2,2,4,254 C1,"DOMICILIO PARTICULAR, AVENIDA SANTO TOMÁS, NÚMERO 2298, COLONIA BAJA CALIFORNIA, CÓDIGO POSTAL 21130, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE BAHÍA CALAMAJUÉ",1,591
592,2,2,4,255 B,"DOMICILIO PARTICULAR, CALLE VALLE VERDE, NÚMERO 2462, COLONIA BAJA CALIFORNIA, CÓDIGO POSTAL 21130, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA BAHÍA SOLEDAD Y BAHÍA DE LOS ANGELES",1,592
593,2,2,4,255 C1,"DOMICILIO PARTICULAR, CALLE VALLE VERDE, NÚMERO 2462, COLONIA BAJA CALIFORNIA, CÓDIGO POSTAL 21130, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA BAHÍA SOLEDAD Y BAHÍA DE LOS ANGELES",1,593
594,2,2,4,256 B,"DOMICILIO PARTICULAR, AVENIDA VALLE REDONDO, NÚMERO 2198, COLONIA BAJA CALIFORNIA, CÓDIGO POSTAL 21130, MEXICALI, BAJA CALIFORNIA, ESQUINA SAN SEBASTIÁN VIZCAÍNO",1,594
595,2,2,4,257 B,"ESCUELA PRIMARIA DOCTOR MANUEL G. GONZÁLEZ; ESCUELA GENERAL EMILIANO ZAPATA, AVENIDA TABASCO, NÚMERO 2021, COLONIA BAJA CALIFORNIA, CÓDIGO POSTAL 21130, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES HEROICO COLEGIO MILITAR Y BAHÍA DE TODOS LOS SANTOS",1,595
596,2,2,4,257 C1,"ESCUELA PRIMARIA DOCTOR MANUEL G. GONZÁLEZ; ESCUELA GENERAL EMILIANO ZAPATA, AVENIDA TABASCO, NÚMERO 2021, COLONIA BAJA CALIFORNIA, CÓDIGO POSTAL 21130, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES HEROICO COLEGIO MILITAR Y BAHÍA DE TODOS LOS SANTOS",1,596
597,2,2,4,258 B,"DOMICILIO PARTICULAR , AVENIDA SAN LUIS POTOSÍ,NÚMERO 1563, COLONIA PUEBLO NUEVO, CÓDIGO POSTAL 21120, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES URUAPAN Y CHILPANCINGO",1,597
598,2,2,4,258 C1,"DOMICILIO PARTICULAR , AVENIDA SAN LUIS POTOSÍ,NÚMERO 1563, COLONIA PUEBLO NUEVO, CÓDIGO POSTAL 21120, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES URUAPAN Y CHILPANCINGO",1,598
599,2,2,4,259 B,"DOMICILIO PARTICULAR, AVENIDA VERACRUZ, NÚMERO 1463, COLONIA ESPERANZA, CÓDIGO POSTAL 21140, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES CHILPANCINGO Y ACAPULCO",1,599
600,2,2,4,260 B,"ESCUELA PRIMARIA BENEMÉRITO DE LAS AMÉRICAS, AVENIDA TABASCO, SIN NÚMERO, COLONIA LOMA LINDA, CÓDIGO POSTAL 21140, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES SALINA CRUZ Y TUXTLA GUTIÉRREZ",1,600
601,2,2,4,261 B,"ESCUELA PRIMARIA VICENTE GUERRERO, AVENIDA TABASCO, SIN NÚMERO, COLONIA LOMA LINDA, CÓDIGO POSTAL 21140, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES PROGRESO Y CAMPECHE",1,601
602,2,2,3,262 B,"DOMICILIO PARTICULAR , CALLE ALVARADO, NÚMERO 1149, COLONIA LOMA LINDA, CÓDIGO POSTAL 21140, MEXICALI, BAJA CALIFORNIA, ESQUINA CALLEJON SAN LUIS POTOSÍ",1,602
603,2,2,3,263 B,"DOMICILIO PARTICULAR, CALLE NORTE, NÚMERO 438, COLONIA BELLAVISTA, CÓDIGO POSTAL 21150, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA CAMELIAS Y AVENIDA LEÓN DE ORO",1,603
604,2,2,3,264 B,"SORIANA HIPER CALAFIA , CALZADA ADOLFO LOPEZ MATEOS, NÚMERO 1100, CENTRO CÍVICO Y COMERCIAL, CÓDIGO POSTAL 21000, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE CALAFIA",1,604
605,2,2,3,265 B,"CENTRO COMERCIAL ABSA, CALLE ALFAREROS, NÚMERO 822, COLONIA INDUSTRIAL, CÓDIGO POSTAL 21010, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE FUNDIDORES",1,605
606,2,2,3,266 B,"JARDIN DE NIÑOS EVA SAMANO DE LÓPEZ MATEOS, CALLE G, SIN NÚMERO, COLONIA INDUSTRIAL, CÓDIGO POSTAL 21010, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA MECANICOS Y AVENIDA MINEROS",1,606
607,2,2,3,267 B,"DOMICILIO PARTICULAR , AVENIDA MARMOLEROS SUR, NÚMERO 1552, COLONIA LIBERTAD, CÓDIGO POSTAL 21030, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE G Y CALLE H",1,607
608,2,2,3,268 B,"ESCUELA PRIMARIA SOROPTIMISTA, CALLE I, SIN NÚMERO, COLONIA LIBERTAD, CÓDIGO POSTAL 21030, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS EBANISTAS Y MARMOLEROS",1,608
609,2,2,3,268 C1,"ESCUELA PRIMARIA SOROPTIMISTA, CALLE I, SIN NÚMERO, COLONIA LIBERTAD, CÓDIGO POSTAL 21030, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS EBANISTAS Y MARMOLEROS",1,609
610,2,2,3,269 B,"DOMICILIO PARTICULAR, AVENIDA MINEROS, NÚMERO 1822, COLONIA LIBERTAD, CÓDIGO POSTAL 21030, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES J Y K",1,610
611,2,2,3,270 B,"TALLER DE CARROCERÍA Y PINTURA MICHEL, CALLE L, NÚMERO 1999, COLONIA LIBERTAD, CÓDIGO POSTAL 21030, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA MARMOLEROS",1,611
612,2,2,3,270 C1,"TALLER DE CARROCERÍA Y PINTURA MICHEL, CALLE L, NÚMERO 1999, COLONIA LIBERTAD, CÓDIGO POSTAL 21030, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA MARMOLEROS",1,612
613,2,2,3,271 B,"TIENDA DEL ISSSTE, CALZADA FRANCISCO L. MONTEJANO, SIN NÚMERO, FRACCIONAMIENTO FOVISSSTE, CÓDIGO POSTAL 21038, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA JOSÉ SÁNCHEZ ISLAS",1,613
614,2,2,3,271 C1,"TIENDA DEL ISSSTE, CALZADA FRANCISCO L. MONTEJANO, SIN NÚMERO, FRACCIONAMIENTO FOVISSSTE, CÓDIGO POSTAL 21038, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA JOSÉ SÁNCHEZ ISLAS",1,614
615,2,2,3,272 B,"TACOS EL PAISA, CALLE J, NÚMERO 1790, COLONIA LIBERTAD, CÓDIGO POSTAL 21030, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES CURTIDORES Y ESQUINA CON ELECTRICISTAS",1,615
616,2,2,3,273 B,"UNIDAD DEPORTIVA NACOZARI, CALLE I, NÚMERO 1694, COLONIA HÉROE DE NACOZARI, CÓDIGO POSTAL 21030, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE SALVADOR GUILLÉN Y AVENIDA FRANCISCO J. MUJICA",1,616
617,2,2,3,273 C1,"UNIDAD DEPORTIVA NACOZARI, CALLE I, NÚMERO 1694, COLONIA HÉROE DE NACOZARI, CÓDIGO POSTAL 21030, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE SALVADOR GUILLÉN Y AVENIDA FRANCISCO J. MUJICA",1,617
618,2,2,3,274 B,"ESCUELA PRIMARIA URBANA ESTATAL MATUTINA JESÚS GARCÍA , CALLE H, SIN NÚMERO, COLONIA NACOZARI, CÓDIGO POSTAL 21030, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA GUSTAVO SOTELO Y JORGE LÓPEZ COLLADA",1,618
619,2,2,3,274 C1,"ESCUELA PRIMARIA URBANA ESTATAL MATUTINA JESÚS GARCÍA , CALLE H, SIN NÚMERO, COLONIA NACOZARI, CÓDIGO POSTAL 21030, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA GUSTAVO SOTELO Y JORGE LÓPEZ COLLADA",1,619
620,2,2,3,275 B,"DOMICILIO PARTICULAR, AVENIDA RELOJEROS 1593 COLONIA LIBERTAD CÓDIGO POSTAL 21030, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES G Y H",1,620
621,2,2,3,276 B,"ESCUELA PRIMARIA FERROCARRIL SONORA BAJA CALIFORNIA, CALLE SAN PEDRO MÁRTIR, SIN NÚMERO, FRACCIONAMIENTO FERROCARRIL, CÓDIGO POSTAL 21040, MEXICALI, BAJA CALIFORNIA, INTERSECCIÓN CON AVENIDA MISIÓN DE SAN BORJA",1,621
622,2,2,3,276 C1,"ESCUELA PRIMARIA FERROCARRIL SONORA BAJA CALIFORNIA, CALLE SAN PEDRO MÁRTIR, SIN NÚMERO, FRACCIONAMIENTO FERROCARRIL, CÓDIGO POSTAL 21040, MEXICALI, BAJA CALIFORNIA, INTERSECCIÓN CON AVENIDA MISIÓN DE SAN BORJA",1,622
623,2,2,3,277 B,"ESCUELA PRIMARIA 20 DE NOVIEMBRE, CALLE MONTERREY, SIN NÚMERO, COLONIA ESPERANZA, CÓDIGO POSTAL 21140, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA SINALOA",1,623
624,2,2,3,278 B,"PARTICULAR, AVENIDA ZACATECAS, NÚMERO 520, COLONIA ESPERANZA, CÓDIGO POSTAL 21140, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES JALAPA Y ALVARADO",1,624
625,2,2,4,279 B,"SECUNDARIA NO. 62 REVOLUCIÓN MEXICANA, CALLE MORELIA, SIN NÚMERO, COLONIA ESPERANZA, CÓDIGO POSTAL 21140, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA SINALOA Y AVENIDA ZACATECAS",1,625
626,2,2,4,279 C1,"SECUNDARIA NO. 62 REVOLUCIÓN MEXICANA, CALLE MORELIA, SIN NÚMERO, COLONIA ESPERANZA, CÓDIGO POSTAL 21140, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA SINALOA Y AVENIDA ZACATECAS",1,626
627,2,2,4,280 B,"CLÍNICA DENTAL LA SONRISA DE LOS CAMPEONES, CALLE BAHÍA DE TODOS LOS SANTOS, NÚMERO 2000, COLONIA EX EJIDO ORIZABA, CÓDIGO POSTAL 21130, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA INGENIERO LUIS ALCÉRREGA Y CALLEJÓN ZACATECAS",1,627
628,2,2,4,280 C1,"CLÍNICA DENTAL LA SONRISA DE LOS CAMPEONES, CALLE BAHÍA DE TODOS LOS SANTOS, NÚMERO 2000, COLONIA EX EJIDO ORIZABA, CÓDIGO POSTAL 21130, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA INGENIERO LUIS ALCÉRREGA Y CALLEJÓN ZACATECAS",1,628
629,2,2,4,281 B,"ESCUELA PRIMARIA ABELARDO L. RODRÍGUEZ TURNO MATUTINO, AVENIDA INGENIERO LUIS ALCÉRREGA, SIN NÚMERO, COLONIA EX EJIDO ORIZABA, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE P. ROCHA",1,629
630,2,2,4,281 C1,"ESCUELA PRIMARIA ABELARDO L. RODRÍGUEZ TURNO MATUTINO, AVENIDA INGENIERO LUIS ALCÉRREGA, SIN NÚMERO, COLONIA EX EJIDO ORIZABA, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE P. ROCHA",1,630
631,2,2,4,282 B,"DOMICILIO PARTICULAR, AVENIDA VENUSTIANO CARRANZA, NÚMERO 2398, COLONIA SIMENTAL, CÓDIGO POSTAL 21160, MEXICALI, BAJA CALIFORNIA, ENTRE CALZADA DE LAS NACIONES UNIDAS Y CALLE BAHÍA DE LOS ÁNGELES",1,631
632,2,2,4,282 C1,"DOMICILIO PARTICULAR, AVENIDA VENUSTIANO CARRANZA, NÚMERO 2398, COLONIA SIMENTAL, CÓDIGO POSTAL 21160, MEXICALI, BAJA CALIFORNIA, ENTRE CALZADA DE LAS NACIONES UNIDAS Y CALLE BAHÍA DE LOS ÁNGELES",1,632
633,2,2,4,283 B,"PRIMARIA PLAN DE SAN LUIS, AVENIDA REVOLUCIÓN, NÚMERO 2300, COLONIA SAN LUIS, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE CALZADA NACIONES UNIDAS Y NUEVA ZELANDA",1,633
634,2,2,4,283 C1,"PRIMARIA PLAN DE SAN LUIS, AVENIDA REVOLUCIÓN, NÚMERO 2300, COLONIA SAN LUIS, CÓDIGO POSTAL 21137, MEXICALI, BAJA CALIFORNIA, ENTRE CALZADA NACIONES UNIDAS Y NUEVA ZELANDA",1,634
635,2,2,4,284 B,"LLANTERA ROSAS, AVENIDA CHECOSLOVAQUIA, NÚMERO 2242, COLONIA SAN LUIS, CÓDIGO POSTAL 21160, MEXICALI, BAJA CALIFORNIA, ENTRE CALZADA CONTINENTE AMERICANO Y CALLE NUEVA ZELANDA",1,635
636,2,2,4,284 C1,"LLANTERA ROSAS, AVENIDA CHECOSLOVAQUIA, NÚMERO 2242, COLONIA SAN LUIS, CÓDIGO POSTAL 21160, MEXICALI, BAJA CALIFORNIA, ENTRE CALZADA CONTINENTE AMERICANO Y CALLE NUEVA ZELANDA",1,636
637,2,2,4,285 B,"CENTRO CULTURAL CREA CULTURA, CALLE SALINA CRUZ, NÚMERO 2050, FRACCIONAMIENTO GUAJARDO, CÓDIGO POSTAL 21050, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA COAHUILA",1,637
638,2,2,4,285 C1,"CENTRO CULTURAL CREA CULTURA, CALLE SALINA CRUZ, NÚMERO 2050, FRACCIONAMIENTO GUAJARDO, CÓDIGO POSTAL 21050, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA COAHUILA",1,638
639,2,2,4,286 B,"DOMICILIO PARTICULAR, AVENIDA COAHUILA, NÚMERO 1161, FRACCIONAMIENTO GUAJARDO, CÓDIGO POSTAL 21050, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES TUXTLA GUTIÉRREZ CUARTA Y UXMAL TERCERA",1,639
640,2,2,4,286 C1,"DOMICILIO PARTICULAR, AVENIDA COAHUILA, NÚMERO 1161, FRACCIONAMIENTO GUAJARDO, CÓDIGO POSTAL 21050, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES TUXTLA GUTIÉRREZ CUARTA Y UXMAL TERCERA",1,640
641,2,2,4,287 B,"INSTITUTO BAJA CALIFORNIA, AVENIDA TAMAULIPAS, SIN NÚMERO, COLONIA ESPERANZA, CÓDIGO POSTAL 21140, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE MÉRIDA",1,641
642,2,2,4,287 C1,"INSTITUTO BAJA CALIFORNIA, AVENIDA TAMAULIPAS, SIN NÚMERO, COLONIA ESPERANZA, CÓDIGO POSTAL 21140, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE MÉRIDA",1,642
643,2,2,3,288 B,"PARTICULAR, CALZADA INDEPENDENCIA, NÚMERO 458, COLONIA ESPERANZA, CÓDIGO POSTAL 21140, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES ALVARADO Y TAMPICO",1,643
644,2,2,3,289 B,"TALLER DE FRENOS AGUIRRE, CALLE SALTILLO, NÚMERO 1720, COLONIA ESPERANZA, CÓDIGO POSTAL 21140, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLEJÓN SONORA",1,644
645,2,2,3,290 B,"PARQUE PÚBLICO FOVISSSTE, AVENIDA POMPEYO CASTILLO, SIN NÚMERO, MÓDULO SOCIAL FOVISSSTE TERCERA ETAPA, CÓDIGO POSTAL 21038, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE PASEO DE LAS HADAS Y CALLE K",1,645
646,2,2,3,290 C1,"PARQUE PÚBLICO FOVISSSTE, AVENIDA POMPEYO CASTILLO, SIN NÚMERO, MÓDULO SOCIAL FOVISSSTE TERCERA ETAPA, CÓDIGO POSTAL 21038, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE PASEO DE LAS HADAS Y CALLE K",1,646
647,2,2,3,291 B,"DOMICILIO PARTICULAR, AVENIDA VICENTE GUTIÉRREZ, NÚMERO 1701, COLONIA HÉROE DE NACOZARI, CÓDIGO POSTAL 21030, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES I Y J",1,647
648,2,2,3,291 C1,"DOMICILIO PARTICULAR, AVENIDA VICENTE GUTIÉRREZ, NÚMERO 1701, COLONIA HÉROE DE NACOZARI, CÓDIGO POSTAL 21030, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES I Y J",1,648
649,2,2,3,292 B,"INSTITUTO DE INFRAESTRUCTURA FÍSICA EDUCATIVA DE BAJA CALIFORNIA, CALLE JARIPEO, SIN NÚMERO, FRACCIONAMIENTO CALAFIA, CÓDIGO POSTAL 21040, MEXICALI, BAJA CALIFORNIA, ENTRE CALZADA INDEPENDENCIA Y AVENIDA SAN MATEO",1,649
650,2,2,3,292 C1,"INSTITUTO DE INFRAESTRUCTURA FÍSICA EDUCATIVA DE BAJA CALIFORNIA, CALLE JARIPEO, SIN NÚMERO, FRACCIONAMIENTO CALAFIA, CÓDIGO POSTAL 21040, MEXICALI, BAJA CALIFORNIA, ENTRE CALZADA INDEPENDENCIA Y AVENIDA SAN MATEO",1,650
651,2,2,3,293 B,"JARDÍN DE NIÑOS PIPILA , AVENIDA JALPA, SIN NÚMERO, COLONIA EX EJIDO ZACATECAS, CÓDIGO POSTAL 21090, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE FRESNILLO Y ZACATECANA",1,651
652,2,2,3,293 C1,"JARDÍN DE NIÑOS PIPILA , AVENIDA JALPA, SIN NÚMERO, COLONIA EX EJIDO ZACATECAS, CÓDIGO POSTAL 21090, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE FRESNILLO Y ZACATECANA",1,652
653,2,2,3,294 B,"DOMICILIO PARTICULAR, CALLEJON MAZAPIL, NÚMERO 1316, FRACCIONAMIENTO ZACATECAS CÓDIGO POSTAL 21070, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA FRANCISCO SARABIA Y AVENIDA PERIODISMO",1,653
654,2,2,3,294 C1,"DOMICILIO PARTICULAR, CALLEJON MAZAPIL, NÚMERO 1316, FRACCIONAMIENTO ZACATECAS CÓDIGO POSTAL 21070, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA FRANCISCO SARABIA Y AVENIDA PERIODISMO",1,654
655,2,2,3,295 B,"DOMICILIO PARTICULAR , CALLE FUERZA AEREA, NÚMERO 799, COLONIA BALBUENA, CÓDIGO POSTAL 21070, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE SOMBRERETE",1,655
656,2,2,3,296 B,"INSTITUTO DE SERVICIOS EDUCATIVOS Y PEDAGÓGICOS (ISEP) , CALLE OCÉANO PACÍFICO, NÚMERO 807 , COLONIA ANÁHUAC, CÓDIGO POSTAL 21060, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS MAR MUERTO Y MAR CANTÁBRICO",1,656
657,2,2,3,296 C1,"INSTITUTO DE SERVICIOS EDUCATIVOS Y PEDAGÓGICOS (ISEP) , CALLE OCÉANO PACÍFICO, NÚMERO 807 , COLONIA ANÁHUAC, CÓDIGO POSTAL 21060, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS MAR MUERTO Y MAR CANTÁBRICO",1,657
658,2,2,3,297 B,"JARDÍN DE NIÑOS CAPULLO, AVENIDA MAR DEL JAPÓN, SIN NÚMERO, COLONIA CONSTITUYENTES, CÓDIGO POSTAL 21060, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES OCÉANO ÁRTICO Y OCÉANO ÍNDICO",1,658
659,2,2,3,297 C1,"JARDÍN DE NIÑOS CAPULLO, AVENIDA MAR DEL JAPÓN, SIN NÚMERO, COLONIA CONSTITUYENTES, CÓDIGO POSTAL 21060, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES OCÉANO ÁRTICO Y OCÉANO ÍNDICO",1,659
660,2,2,3,298 B,"DOMICILIO PARTICULAR, AVENIDA MAR DEL NORTE, NÚMERO 183, COLONIA CONSTITUYENTES, CÓDIGO POSTAL 21060, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES OCÉANO ÁRTICO Y OCÉANO ÍNDICO",1,660
661,2,2,3,298 C1,"DOMICILIO PARTICULAR, AVENIDA MAR DEL NORTE, NÚMERO 183, COLONIA CONSTITUYENTES, CÓDIGO POSTAL 21060, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES OCÉANO ÁRTICO Y OCÉANO ÍNDICO",1,661
662,2,2,3,299 B,"PARTICULAR, AVENIDA LOS MOCHIS, NÚMERO 289, COLONIA NUEVA ESPERANZA, CÓDIGO POSTAL 21050, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE CIUDAD VICTORIA Y CALLE MONTERREY",1,662
663,2,2,3,299 C1,"PARTICULAR, AVENIDA LOS MOCHIS, NÚMERO 289, COLONIA NUEVA ESPERANZA, CÓDIGO POSTAL 21050, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE CIUDAD VICTORIA Y CALLE MONTERREY",1,663
664,2,2,3,300 B,"ESCUELA SECUNDARIA NÚMERO 5 FRANCISCO I. MADERO, AVENIDA CHIAPAS, SIN NÚMERO, COLONIA NUEVA ESPERANZA, CÓDIGO POSTAL 21050, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES VILLAHERMOSA Y ALVARADO",1,664
665,2,2,3,300 C1,"ESCUELA SECUNDARIA NÚMERO 5 FRANCISCO I. MADERO, AVENIDA CHIAPAS, SIN NÚMERO, COLONIA NUEVA ESPERANZA, CÓDIGO POSTAL 21050, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES VILLAHERMOSA Y ALVARADO",1,665
666,2,2,3,301 B,"ESCUELA PRIMARIA VALENTÍN GÓMEZ FARÍAS, CALLE CIUDAD VICTORIA, SIN NÚMERO, COLONIA NUEVA ESPERANZA, CÓDIGO POSTAL 21050, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE GUASAVE Y AVENIDA COSALÁ",1,666
667,2,2,3,301 C1,"ESCUELA PRIMARIA VALENTÍN GÓMEZ FARÍAS, CALLE CIUDAD VICTORIA, SIN NÚMERO, COLONIA NUEVA ESPERANZA, CÓDIGO POSTAL 21050, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE GUASAVE Y AVENIDA COSALÁ",1,667
668,2,2,4,302 B,"DOMICILIO PARTICULAR, PROLONGACIÓN DEL RISCO, NÚMERO 115, FRACCIONAMIENTO JARDINES DE SAN MARCOS, CÓDIGO POSTAL 21050, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA COSALÁ Y CALLE DE LA LAGUNA",1,668
669,2,2,4,302 C1,"DOMICILIO PARTICULAR, PROLONGACIÓN DEL RISCO, NÚMERO 115, FRACCIONAMIENTO JARDINES DE SAN MARCOS, CÓDIGO POSTAL 21050, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA COSALÁ Y CALLE DE LA LAGUNA",1,669
670,2,2,4,303 B,"DOMICILIO PARTICULAR, AVENIDA HOLANDA, NÚMERO 301, FRACCIONAMIENTO VILLAFONTANA, CÓDIGO POSTAL 21180, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES NORUEGA Y VENECIA",1,670
671,2,2,4,303 C1,"DOMICILIO PARTICULAR, AVENIDA HOLANDA, NÚMERO 301, FRACCIONAMIENTO VILLAFONTANA, CÓDIGO POSTAL 21180, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES NORUEGA Y VENECIA",1,671
672,2,2,4,304 B,"ESCUELA PRIMARIA JUAN ESCUTIA, CALLE HEROICO COLEGIO MILITAR, SIN NÚMERO, COLONIA MILITAR, CÓDIGO POSTAL 21170, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE HEROICO COLEGIO MILITAR Y PASEO DE LOS HEROES",1,672
