casilla_id,municipio,df,dl,casilla,ubicación,capturista_id,id
2669,4,4,7,1175 C5,"CENTRO TECNOLÓGICO SIGLO XXI, BOULEVARD JOSÉ FRANCISCO BLAKE MORA, NÚMERO 522, FRACCIONAMIENTO MARIANO MATAMOROS CENTRO, CÓDIGO POSTAL 222234, TIJUANA, BAJA CALIFORNIA, ESQUINA CON LA CALLE RÍO NAZAS",1,2669
2670,4,8,13,1176 B,"DOMICILIO PARTICULAR, CALLE SAN PEDRO MÁRTIR, NÚMERO 7601, COLONIA CERRO COLORADO, CÓDIGO POSTAL 22223, TIJUANA, BAJA CALIFORNIA., ENTRE LAS AVENIDAS RÍO AMAZONAS Y RÍO PARICUTÍN",1,2670
2671,4,8,13,1176 C1,"DOMICILIO PARTICULAR, CALLE SAN PEDRO MÁRTIR, NÚMERO 7601, COLONIA CERRO COLORADO, CÓDIGO POSTAL 22223, TIJUANA, BAJA CALIFORNIA., ENTRE LAS AVENIDAS RÍO AMAZONAS Y RÍO PARICUTÍN",1,2671
2672,4,4,7,1177 B,"ESCUELA PRIMARIA FEDERAL TÉNOCH, CALLE CAMINO A TEOTIHUACÁN, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS CENTRO, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA, ENTRE LAS CALLES TONALÁ Y TAJA",1,2672
2673,4,4,7,1177 C1,"ESCUELA PRIMARIA FEDERAL TÉNOCH, CALLE CAMINO A TEOTIHUACÁN, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS CENTRO, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA, ENTRE LAS CALLES TONALÁ Y TAJA",1,2673
2674,4,4,7,1177 C2,"ESCUELA PRIMARIA FEDERAL TÉNOCH, CALLE CAMINO A TEOTIHUACÁN, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS CENTRO, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA, ENTRE LAS CALLES TONALÁ Y TAJA",1,2674
2675,4,4,7,1177 C3,"ESCUELA PRIMARIA FEDERAL TÉNOCH, CALLE CAMINO A TEOTIHUACÁN, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS CENTRO, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA, ENTRE LAS CALLES TONALÁ Y TAJA",1,2675
2676,4,4,7,1177 C4,"ESCUELA PRIMARIA FEDERAL TÉNOCH, CALLE CAMINO A TEOTIHUACÁN, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS CENTRO, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA, ENTRE LAS CALLES TONALÁ Y TAJA",1,2676
2677,4,4,14,1178 B,"DOMICILIO PARTICULAR, ANTES (ABARROTES LOS BETOS), CALLE TAXQUEÑA, NÚMERO 22902, FRACCIONAMIENTO MARIANO MATAMOROS SUR, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA, ESQUINA CON LA CALZADA TEPOZTECAS",1,2677
2678,4,4,14,1178 C1,"DOMICILIO PARTICULAR, ANTES (ABARROTES LOS BETOS), CALLE TAXQUEÑA, NÚMERO 22902, FRACCIONAMIENTO MARIANO MATAMOROS SUR, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA, ESQUINA CON LA CALZADA TEPOZTECAS",1,2678
2679,4,4,14,1178 C2,"DOMICILIO PARTICULAR, ANTES (ABARROTES LOS BETOS), CALLE TAXQUEÑA, NÚMERO 22902, FRACCIONAMIENTO MARIANO MATAMOROS SUR, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA, ESQUINA CON LA CALZADA TEPOZTECAS",1,2679
2680,4,4,14,1179 B,"ESCUELA SECUNDARIA TÉCNICA NÚMERO 31, AVENIDA RUTA HIDALGO, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS SUR, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA, ESQUINA CON LA CALLE ACHIUTLA",1,2680
2681,4,4,14,1179 C1,"ESCUELA SECUNDARIA TÉCNICA NÚMERO 31, AVENIDA RUTA HIDALGO, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS SUR, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA, ESQUINA CON LA CALLE ACHIUTLA",1,2681
2682,4,4,14,1180 B,"ELEKTRA MEGA TIJUANA LAS TORRES, AVENIDA GUADALUPE VICTORIA, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS SUR, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA, ESQUINA CON EL BOULEVARD LAS TORRES",1,2682
2683,4,4,14,1180 C1,"ELEKTRA MEGA TIJUANA LAS TORRES, AVENIDA GUADALUPE VICTORIA, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS SUR, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA, ESQUINA CON EL BOULEVARD LAS TORRES",1,2683
2684,4,4,14,1180 C2,"ELEKTRA MEGA TIJUANA LAS TORRES, AVENIDA GUADALUPE VICTORIA, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS SUR, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA, ESQUINA CON EL BOULEVARD LAS TORRES",1,2684
2685,4,4,14,1180 S1,,,2685
2686,4,8,13,1181 B,"PINTURAS COMEX, CALLE CAMINO GUADALUPE VICTORIA, NÚMERO 22219, FRACCIONAMIENTO MARIANO MATAMOROS, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA., PLAZA ROMA ENTRE CALLE KILIWAS Y CALLE IGNACIO ALLENDE.",1,2686
2687,4,8,13,1181 C1,"PINTURAS COMEX, CALLE CAMINO GUADALUPE VICTORIA, NÚMERO 22219, FRACCIONAMIENTO MARIANO MATAMOROS, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA., PLAZA ROMA ENTRE CALLE KILIWAS Y CALLE IGNACIO ALLENDE.",1,2687
2688,4,4,13,1182 B,"CALIMAX FLORIDO, AVENIDA GUADALUPE VICTORIA, NÚMERO 22100, FRACCIONAMIENTO MARIANO MATAMOROS CENTRO, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA, ESQUINA CON LA AVENIDA RUTA MATAMOROS.",1,2688
2689,4,4,13,1182 C1,"CALIMAX FLORIDO, AVENIDA GUADALUPE VICTORIA, NÚMERO 22100, FRACCIONAMIENTO MARIANO MATAMOROS CENTRO, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA, ESQUINA CON LA AVENIDA RUTA MATAMOROS.",1,2689
2690,4,4,13,1182 C2,"CALIMAX FLORIDO, AVENIDA GUADALUPE VICTORIA, NÚMERO 22100, FRACCIONAMIENTO MARIANO MATAMOROS CENTRO, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA, ESQUINA CON LA AVENIDA RUTA MATAMOROS.",1,2690
2691,4,8,13,1183 B,"PREPARATORIA CENTRO DE BACHILLERATO TECNOLÓGICO INDUSTRIAL Y DE SERVICIOS 237, CAMINO A MITLA, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS CENTRO, 22234, TIJUANA, BAJA CALIFORNIA., ENTRE LAS AVENIDAS RUTA MATAMOROS Y RUTA VICENTE GUERRERO",1,2691
2692,4,8,13,1183 C1,"PREPARATORIA CENTRO DE BACHILLERATO TECNOLÓGICO INDUSTRIAL Y DE SERVICIOS 237, CAMINO A MITLA, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS CENTRO, 22234, TIJUANA, BAJA CALIFORNIA., ENTRE LAS AVENIDAS RUTA MATAMOROS Y RUTA VICENTE GUERRERO",1,2692
2693,4,8,13,1183 C2,"PREPARATORIA CENTRO DE BACHILLERATO TECNOLÓGICO INDUSTRIAL Y DE SERVICIOS 237, CAMINO A MITLA, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS CENTRO, 22234, TIJUANA, BAJA CALIFORNIA., ENTRE LAS AVENIDAS RUTA MATAMOROS Y RUTA VICENTE GUERRERO",1,2693
2694,4,8,13,1183 C3,"PREPARATORIA CENTRO DE BACHILLERATO TECNOLÓGICO INDUSTRIAL Y DE SERVICIOS 237, CAMINO A MITLA, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS CENTRO, 22234, TIJUANA, BAJA CALIFORNIA., ENTRE LAS AVENIDAS RUTA MATAMOROS Y RUTA VICENTE GUERRERO",1,2694
2695,4,8,13,1184 B,"MERCADO 5 HERMANOS, CALLE CAMINO CHOLULA, NÚMERO 9001, FRACCIONAMIENTO MARIANO MATAMOROS CENTRO, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE CHIAPANECOS Y AVENIDA VICENTE GUERRERO",1,2695
2696,4,8,13,1184 C1,"DOMICILIO PARTICULAR, CALLE CAMINO CHOLULA, NÚMERO 9002, FRACCIONAMIENTO MARIANO MATAMOROS CENTRO, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA., ENTRE CHOLULTECAS Y CHICHIMECAS",1,2696
2697,4,8,13,1184 C2,"DOMICILIO PARTICULAR, CALLE CAMINO CHOLULA, NÚMERO 9002, FRACCIONAMIENTO MARIANO MATAMOROS CENTRO, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA., ENTRE CHOLULTECAS Y CHICHIMECAS",1,2697
2698,4,8,13,1184 C3,"DOMICILIO PARTICULAR, CALLE CAMINO CHOLULA, NÚMERO 9002, FRACCIONAMIENTO MARIANO MATAMOROS CENTRO, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA., ENTRE CHOLULTECAS Y CHICHIMECAS",1,2698
2699,4,8,13,1185 B,"ESCUELA PRIMARIA FEDERAL ANTONIO AMAYA ESTRADA, CALLE LACANDONES, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS SUR, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA., ENTRE LAS CALLES COPILCO Y NICOLÁS BRAVO",1,2699
2700,4,8,13,1185 C1,"ESCUELA PRIMARIA FEDERAL ANTONIO AMAYA ESTRADA, CALLE LACANDONES, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS SUR, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA., ENTRE LAS CALLES COPILCO Y NICOLÁS BRAVO",1,2700
2701,4,8,13,1185 C2,"ESCUELA PRIMARIA FEDERAL ANTONIO AMAYA ESTRADA, CALLE LACANDONES, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS SUR, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA., ENTRE LAS CALLES COPILCO Y NICOLÁS BRAVO",1,2701
2702,4,8,13,1186 B,"CANCHAS DEPORTIVAS, CALLE NICOLÁS BRAVO, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS SUR, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA. , ESQUINA CON VICENTE GUERRERO",1,2702
2703,4,8,13,1186 C1,"CANCHAS DEPORTIVAS, CALLE NICOLÁS BRAVO, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS SUR, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA. , ESQUINA CON VICENTE GUERRERO",1,2703
2704,4,8,13,1186 C2,"CANCHAS DEPORTIVAS, CALLE NICOLÁS BRAVO, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS SUR, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA. , ESQUINA CON VICENTE GUERRERO",1,2704
2705,4,8,13,1186 C3,"CANCHAS DEPORTIVAS, CALLE NICOLÁS BRAVO, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS SUR, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA. , ESQUINA CON VICENTE GUERRERO",1,2705
2706,4,8,13,1186 C4,"CANCHAS DEPORTIVAS, CALLE NICOLÁS BRAVO, SIN NÚMERO, FRACCIONAMIENTO MARIANO MATAMOROS SUR, CÓDIGO POSTAL 22234, TIJUANA, BAJA CALIFORNIA. , ESQUINA CON VICENTE GUERRERO",1,2706
2707,4,8,13,1187 B,"ESCUELA PRIMARIA URBANA FEDERAL CULTURA AZTECA, CALLE NACOZARI, NÚMERO 15417, FRACCIONAMIENTO AZTECA PARTE ALTA, CÓDIGO POSTAL 22224, TIJUANA, BAJA CALIFORNIA. , ESQUINA CON CALLE HUAJICORI",1,2707
2708,4,8,13,1187 C1,"ESCUELA PRIMARIA URBANA FEDERAL CULTURA AZTECA, CALLE NACOZARI, NÚMERO 15417, FRACCIONAMIENTO AZTECA PARTE ALTA, CÓDIGO POSTAL 22224, TIJUANA, BAJA CALIFORNIA. , ESQUINA CON CALLE HUAJICORI",1,2708
2709,4,8,13,1187 C2,"ESCUELA PRIMARIA URBANA FEDERAL CULTURA AZTECA, CALLE NACOZARI, NÚMERO 15417, FRACCIONAMIENTO AZTECA PARTE ALTA, CÓDIGO POSTAL 22224, TIJUANA, BAJA CALIFORNIA. , ESQUINA CON CALLE HUAJICORI",1,2709
2710,4,8,13,1187 C3,"ESCUELA PRIMARIA URBANA FEDERAL CULTURA AZTECA, CALLE NACOZARI, NÚMERO 15417, FRACCIONAMIENTO AZTECA PARTE ALTA, CÓDIGO POSTAL 22224, TIJUANA, BAJA CALIFORNIA. , ESQUINA CON CALLE HUAJICORI",1,2710
2711,4,8,13,1188 B,"ESCUELA PRIMARIA FEDERAL GENERAL FRANCISCO VILLA, CALLE PRIMAVERA, SIN NÚMERO, FRACCIONAMIENTO EL PORVENIR, CÓDIGO POSTAL 22224, TIJUANA, BAJA CALIFORNIA. , ESQUINA CON CALLE PINO",1,2711
2712,4,8,13,1188 C1,"ESCUELA PRIMARIA FEDERAL GENERAL FRANCISCO VILLA, CALLE PRIMAVERA, SIN NÚMERO, FRACCIONAMIENTO EL PORVENIR, CÓDIGO POSTAL 22224, TIJUANA, BAJA CALIFORNIA. , ESQUINA CON CALLE PINO",1,2712
2713,4,8,13,1188 C2,"ESCUELA PRIMARIA FEDERAL GENERAL FRANCISCO VILLA, CALLE PRIMAVERA, SIN NÚMERO, FRACCIONAMIENTO EL PORVENIR, CÓDIGO POSTAL 22224, TIJUANA, BAJA CALIFORNIA. , ESQUINA CON CALLE PINO",1,2713
2714,4,8,13,1190 B,"DOMICILIO PARTICULAR, AVENIDA MÉXICO LINDO, NÚMERO 22, COLONIA MÉXICO LINDO, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE TIJUANA Y ACUEDUCTO",1,2714
2715,4,8,13,1190 C1,"DOMICILIO PARTICULAR, AVENIDA MÉXICO LINDO, NÚMERO 22, COLONIA MÉXICO LINDO, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE TIJUANA Y ACUEDUCTO",1,2715
2716,4,8,13,1190 C2,"DOMICILIO PARTICULAR, AVENIDA MÉXICO LINDO, NÚMERO 22, COLONIA MÉXICO LINDO, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE TIJUANA Y ACUEDUCTO",1,2716
2717,4,8,13,1190 C3,"DOMICILIO PARTICULAR, AVENIDA MÉXICO LINDO, NÚMERO 22, COLONIA MÉXICO LINDO, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE TIJUANA Y ACUEDUCTO",1,2717
2718,4,8,13,1191 B,"JARDÍN DE NIÑOS MIGUEL DE CERVANTES , CALLE NICARAGUENSES, SIN NÚMERO, FRACCIONAMIENTO INFONAVIT LATINOS, CÓDIGO POSTAL 22180, TIJUANA, BAJA CALIFORNIA. , ESQUINA BOULEVARD PASEO REFORMA",1,2718
2719,4,8,13,1191 C1,"JARDÍN DE NIÑOS MIGUEL DE CERVANTES , CALLE NICARAGUENSES, SIN NÚMERO, FRACCIONAMIENTO INFONAVIT LATINOS, CÓDIGO POSTAL 22180, TIJUANA, BAJA CALIFORNIA. , ESQUINA BOULEVARD PASEO REFORMA",1,2719
2720,4,8,13,1191 C2,"JARDÍN DE NIÑOS MIGUEL DE CERVANTES , CALLE NICARAGUENSES, SIN NÚMERO, FRACCIONAMIENTO INFONAVIT LATINOS, CÓDIGO POSTAL 22180, TIJUANA, BAJA CALIFORNIA. , ESQUINA BOULEVARD PASEO REFORMA",1,2720
2721,4,8,13,1192 B,"ESCUELA PRIMARIA ESTATAL GREGORIO TORRES QUINTERO, CALLE HAWAIANOS, SIN NÚMERO, COLONIA LOMAS DE LA AMISTAD, CÓDIGO POSTAL 22180, TIJUANA, BAJA CALIFORNIA. , ESQUINA CON CALLE ANTILLANOS",1,2721
2722,4,8,13,1192 C1,"ESCUELA PRIMARIA ESTATAL GREGORIO TORRES QUINTERO, CALLE HAWAIANOS, SIN NÚMERO, COLONIA LOMAS DE LA AMISTAD, CÓDIGO POSTAL 22180, TIJUANA, BAJA CALIFORNIA. , ESQUINA CON CALLE ANTILLANOS",1,2722
2723,4,8,13,1192 C2,"ESCUELA PRIMARIA ESTATAL GREGORIO TORRES QUINTERO, CALLE HAWAIANOS, SIN NÚMERO, COLONIA LOMAS DE LA AMISTAD, CÓDIGO POSTAL 22180, TIJUANA, BAJA CALIFORNIA. , ESQUINA CON CALLE ANTILLANOS",1,2723
2724,4,8,13,1192 C3,"ESCUELA PRIMARIA ESTATAL GREGORIO TORRES QUINTERO, CALLE HAWAIANOS, SIN NÚMERO, COLONIA LOMAS DE LA AMISTAD, CÓDIGO POSTAL 22180, TIJUANA, BAJA CALIFORNIA. , ESQUINA CON CALLE ANTILLANOS",1,2724
2725,4,8,12,1193 B,"DOMICILIO PARTICULAR, AVENIDA ACUEDUCTO, NÚMERO 8605, FRACCIONAMIENTO INFONAVIT LATINOS, CÓDIGO POSTAL 22180, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLES CHILENOS Y CUBANOS",1,2725
2726,4,8,12,1193 C1,"DOMICILIO PARTICULAR, AVENIDA ACUEDUCTO, NÚMERO 8605, FRACCIONAMIENTO INFONAVIT LATINOS, CÓDIGO POSTAL 22180, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLES CHILENOS Y CUBANOS",1,2726
2727,5,9,15,1194 B,"ESCUELA PRIMARIA NIÑOS HÉROES, AVENIDA MAR ROJO, SIN NÚMERO, FRACCIONAMIENTO VISTA MARINA, CÓDIGO POSTAL 22712, PLAYAS DE ROSARITO, BAJA CALIFORNIA., ENTRE CALLES MAR CARIBE Y MAR DE CORTÉS",1,2727
2728,5,9,15,1194 C1,"ESCUELA PRIMARIA NIÑOS HÉROES, AVENIDA MAR ROJO, SIN NÚMERO, FRACCIONAMIENTO VISTA MARINA, CÓDIGO POSTAL 22712, PLAYAS DE ROSARITO, BAJA CALIFORNIA., ENTRE CALLES MAR CARIBE Y MAR DE CORTÉS",1,2728
2729,5,9,15,1194 C2,"ESCUELA PRIMARIA NIÑOS HÉROES, AVENIDA MAR ROJO, SIN NÚMERO, FRACCIONAMIENTO VISTA MARINA, CÓDIGO POSTAL 22712, PLAYAS DE ROSARITO, BAJA CALIFORNIA., ENTRE CALLES MAR CARIBE Y MAR DE CORTÉS",1,2729
2730,5,9,15,1194 C3,"ESCUELA PRIMARIA NIÑOS HÉROES, AVENIDA MAR ROJO, SIN NÚMERO, FRACCIONAMIENTO VISTA MARINA, CÓDIGO POSTAL 22712, PLAYAS DE ROSARITO, BAJA CALIFORNIA., ENTRE CALLES MAR CARIBE Y MAR DE CORTÉS",1,2730
2731,5,9,15,1194 C4,"ESCUELA PRIMARIA NIÑOS HÉROES, AVENIDA MAR ROJO, SIN NÚMERO, FRACCIONAMIENTO VISTA MARINA, CÓDIGO POSTAL 22712, PLAYAS DE ROSARITO, BAJA CALIFORNIA., ENTRE CALLES MAR CARIBE Y MAR DE CORTÉS",1,2731
2732,5,9,15,1194 C5,"ESCUELA PRIMARIA NIÑOS HÉROES, AVENIDA MAR ROJO, SIN NÚMERO, FRACCIONAMIENTO VISTA MARINA, CÓDIGO POSTAL 22712, PLAYAS DE ROSARITO, BAJA CALIFORNIA., ENTRE CALLES MAR CARIBE Y MAR DE CORTÉS",1,2732
2733,5,9,15,1194 C6,"ESCUELA PRIMARIA NIÑOS HÉROES, AVENIDA MAR ROJO, SIN NÚMERO, FRACCIONAMIENTO VISTA MARINA, CÓDIGO POSTAL 22712, PLAYAS DE ROSARITO, BAJA CALIFORNIA., ENTRE CALLES MAR CARIBE Y MAR DE CORTÉS",1,2733
2734,5,9,15,1194 E1,,,2734
2735,5,9,15,1194 E1C1,,,2735
2736,5,9,15,1194 E1C2,,,2736
2737,5,9,15,1194 E1C3,,,2737
2738,5,9,15,1194 E2,,,2738
2739,5,9,15,1194 E2C1,,,2739
2740,5,9,15,1194 E2C2,,,2740
2741,5,9,15,1194 E3,,,2741
2742,5,9,15,1194 E3C1,,,2742
2743,5,9,15,1194 E3C2,,,2743
2744,4,8,12,1195 B,"COLEGIO LA ESPERANZA, AVENIDA CÓDIGO DEL TRABAJO, NÚMERO 15700, COLONIA LA ESPERANZA, CÓDIGO POSTAL 22186, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE ARTÍCULO 8 Y CALLE LEY DEL AMPARO",1,2744
2745,4,8,12,1195 C1,"COLEGIO LA ESPERANZA, AVENIDA CÓDIGO DEL TRABAJO, NÚMERO 15700, COLONIA LA ESPERANZA, CÓDIGO POSTAL 22186, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE ARTÍCULO 8 Y CALLE LEY DEL AMPARO",1,2745
2746,4,8,12,1195 C2,"COLEGIO LA ESPERANZA, AVENIDA CÓDIGO DEL TRABAJO, NÚMERO 15700, COLONIA LA ESPERANZA, CÓDIGO POSTAL 22186, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE ARTÍCULO 8 Y CALLE LEY DEL AMPARO",1,2746
2747,4,8,12,1197 B,"ABARROTES EL MILAGRO, CALLE AGRICULTORES, NÚMERO 64, INTERIOR A, COLONIA SÁNCHEZ TABOADA, CÓDIGO POSTAL 22680, TIJUANA, BAJA CALIFORNIA., ESQUINA CON CALLE MECÁNICOS",1,2747
2748,4,8,12,1197 C1,"ABARROTES EL MILAGRO, CALLE AGRICULTORES, NÚMERO 64, INTERIOR A, COLONIA SÁNCHEZ TABOADA, CÓDIGO POSTAL 22680, TIJUANA, BAJA CALIFORNIA., ESQUINA CON CALLE MECÁNICOS",1,2748
2749,4,8,12,1198 B,"DOMICILIO PARTICULAR, CALLE VÍA LÁCTEA,NÚMERO 15416, COLONIA REACOMODO SÁNCHEZ TABOADA, CÓDIGO POSTAL 22185, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE ROBERTO DE LA MADRID Y CALLEJÓN JUAN ESCUTIA",1,2749
2750,4,8,12,1198 C1,"DOMICILIO PARTICULAR, CALLE VÍA LÁCTEA,NÚMERO 15416, COLONIA REACOMODO SÁNCHEZ TABOADA, CÓDIGO POSTAL 22185, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE ROBERTO DE LA MADRID Y CALLEJÓN JUAN ESCUTIA",1,2750
2751,4,8,12,1198 C2,"DOMICILIO PARTICULAR, CALLE VÍA LÁCTEA,NÚMERO 15416, COLONIA REACOMODO SÁNCHEZ TABOADA, CÓDIGO POSTAL 22185, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE ROBERTO DE LA MADRID Y CALLEJÓN JUAN ESCUTIA",1,2751
2752,4,8,12,1198 C3,"DOMICILIO PARTICULAR, CALLE VÍA LÁCTEA,NÚMERO 15416, COLONIA REACOMODO SÁNCHEZ TABOADA, CÓDIGO POSTAL 22185, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE ROBERTO DE LA MADRID Y CALLEJÓN JUAN ESCUTIA",1,2752
2753,4,8,12,1199 B,"PARQUE PÚBLICO SÁNCHEZ TABOADA, CALLE ERÍDANO, NÚMERO 6824, COLONIA SÁNCHEZ TABOADA, CÓDIGO POSTAL 22185, TIJUANA, BAJA CALIFORNIA., ESQUINA CON CALLE CRUZ DEL SUR",1,2753
2754,4,8,12,1199 C1,"PARQUE PÚBLICO SÁNCHEZ TABOADA, CALLE ERÍDANO, NÚMERO 6824, COLONIA SÁNCHEZ TABOADA, CÓDIGO POSTAL 22185, TIJUANA, BAJA CALIFORNIA., ESQUINA CON CALLE CRUZ DEL SUR",1,2754
2755,4,8,12,1200 B,"ESCUELA PRIMARIA ESTATAL LICENCIADO JESÚS REYES HEROLES, CALLE XICOTÉNCATL LEYVA, SIN NÚMERO, COLONIA CAMINO VERDE GRUPO MÉXICO, CÓDIGO POSTAL 22185, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLES LORENZO LÓPEZ LIMA Y ANDRÓMEDA",1,2755
2756,4,8,12,1200 C1,"ESCUELA PRIMARIA ESTATAL LICENCIADO JESÚS REYES HEROLES, CALLE XICOTÉNCATL LEYVA, SIN NÚMERO, COLONIA CAMINO VERDE GRUPO MÉXICO, CÓDIGO POSTAL 22185, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLES LORENZO LÓPEZ LIMA Y ANDRÓMEDA",1,2756
2757,4,8,12,1200 C2,"ESCUELA PRIMARIA ESTATAL LICENCIADO JESÚS REYES HEROLES, CALLE XICOTÉNCATL LEYVA, SIN NÚMERO, COLONIA CAMINO VERDE GRUPO MÉXICO, CÓDIGO POSTAL 22185, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLES LORENZO LÓPEZ LIMA Y ANDRÓMEDA",1,2757
2758,4,8,12,1201 B,"TELESECUNDARIA NUMERO 28 JUAN ERNESTO GAMALIEL ESPINOZA SAUCEDO, CALLE RÍO ALAMAR, SIN NÚMERO, COLONIA CAMINO VERDE, CÓDIGO POSTAL 22125, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE RÍO SALINAS Y CALLE RÍO SAN JUAN",1,2758
2759,4,8,12,1201 C1,"TELESECUNDARIA NUMERO 28 JUAN ERNESTO GAMALIEL ESPINOZA SAUCEDO, CALLE RÍO ALAMAR, SIN NÚMERO, COLONIA CAMINO VERDE, CÓDIGO POSTAL 22125, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE RÍO SALINAS Y CALLE RÍO SAN JUAN",1,2759
2760,4,8,12,1201 C2,"TELESECUNDARIA NUMERO 28 JUAN ERNESTO GAMALIEL ESPINOZA SAUCEDO, CALLE RÍO ALAMAR, SIN NÚMERO, COLONIA CAMINO VERDE, CÓDIGO POSTAL 22125, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE RÍO SALINAS Y CALLE RÍO SAN JUAN",1,2760
2761,4,8,12,1201 C3,"TELESECUNDARIA NUMERO 28 JUAN ERNESTO GAMALIEL ESPINOZA SAUCEDO, CALLE RÍO ALAMAR, SIN NÚMERO, COLONIA CAMINO VERDE, CÓDIGO POSTAL 22125, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE RÍO SALINAS Y CALLE RÍO SAN JUAN",1,2761
2762,4,8,12,1201 C4,"TELESECUNDARIA NUMERO 28 JUAN ERNESTO GAMALIEL ESPINOZA SAUCEDO, CALLE RÍO ALAMAR, SIN NÚMERO, COLONIA CAMINO VERDE, CÓDIGO POSTAL 22125, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE RÍO SALINAS Y CALLE RÍO SAN JUAN",1,2762
